vote_trump,census_region,state,age,weight_2020,hispan,sex,race,income,education_category,stateicp
0,3,FL,30,2.104415054577068,0,1,2,2,3,Florida
1,3,TX,26,0.437940467789769,1,0,1,3,3,Texas
0,3,OK,24,0.974989495912554,0,0,1,2,3,Oklahoma
1,1,PA,33,1.1587532583082272,0,0,1,2,1,Pennsylvania
0,3,GA,28,0.2239878668170168,0,0,2,1,2,Georgia
1,3,FL,42,1.1766683826801412,0,0,1,2,2,Florida
0,3,MS,32,0.8927318471402527,0,0,1,3,3,Mississippi
0,3,KY,38,0.11102276547150798,0,1,5,1,3,Kentucky
0,2,MI,32,0.20038547207892562,0,1,1,2,3,Michigan
1,3,TX,37,1.8172109064829896,0,1,1,3,1,Texas
0,2,MI,20,0.19420011925273548,0,0,1,1,1,Michigan
1,4,CA,65,3.152450891958731,0,0,1,4,3,California
1,1,PA,58,0.19981932001704714,0,1,1,1,2,Pennsylvania
0,1,MA,70,2.1407334660295816,0,1,1,3,3,Massachusetts
0,4,CA,61,0.5194063336709487,0,1,1,2,2,California
0,3,MD,22,0.29204050649384317,0,1,1,1,1,Maryland
0,3,TX,42,5.000003052386292,1,0,5,2,2,Texas
1,1,PA,60,0.5649381449469898,0,0,1,1,3,Pennsylvania
0,3,NC,24,0.9117871165739343,0,1,1,2,1,North Carolina
0,4,NM,57,0.4028571759475849,0,1,1,2,3,New Mexico
0,3,SC,44,0.5930094152744454,0,1,2,1,2,South Carolina
1,2,IL,55,0.6754508343799199,0,0,1,2,3,Illinois
0,2,OH,44,0.7800024764662142,0,1,1,2,2,Ohio
0,4,CO,52,0.22686587530581664,0,0,1,2,3,Colorado
0,2,MO,47,0.28946938068027683,0,0,1,2,3,Missouri
0,1,ME,39,1.423295804108411,0,1,4,1,2,Maine
0,1,NY,23,0.09527757818105595,0,1,2,1,1,New York
0,1,NJ,18,4.559670780176665,0,1,5,4,2,New Jersey
1,1,NJ,25,0.7970936430941237,0,1,1,1,2,New Jersey
0,2,MO,41,0.33695298470337004,0,1,1,2,3,Missouri
0,4,AZ,37,0.16911936144722553,0,1,1,1,2,Arizona
0,3,GA,20,0.6912127853069564,0,1,1,2,3,Georgia
0,3,AR,41,0.5378758533015746,0,1,1,2,3,Arkansas
0,3,FL,71,0.637846556982981,0,0,1,2,3,Florida
0,2,OH,48,0.40929423240191876,0,1,1,1,2,Ohio
0,2,MO,77,0.6696537289803974,0,0,1,2,3,Missouri
0,2,IL,24,0.7191461512029299,0,1,1,2,3,Illinois
0,2,WI,76,1.1274116299827488,0,1,1,2,2,Wisconsin
0,3,FL,21,0.09087488822329345,0,1,2,1,2,Florida
0,3,FL,60,0.3927186092259788,0,1,1,1,2,Florida
1,3,TX,25,3.2797686298747277,0,0,1,2,2,Texas
0,3,FL,68,0.5081686958522493,0,0,1,1,2,Florida
0,3,VA,55,1.0674809142964738,0,1,1,2,2,Virginia
0,4,CA,24,0.16615312469941285,0,1,4,1,3,California
1,2,MN,71,1.2465495510648061,0,1,1,1,2,Minnesota
1,4,OR,38,1.1090785893943766,0,1,1,2,2,Oregon
1,2,MN,50,1.736477220399764,0,0,1,2,1,Minnesota
0,3,MD,47,0.10035645659447372,1,1,5,2,1,Maryland
0,1,PA,35,0.02630319960078568,1,0,5,2,3,Pennsylvania
1,1,NY,74,2.366953001069733,0,1,1,3,3,New York
0,3,GA,53,0.45626794253182024,0,1,2,1,1,Georgia
0,1,MA,23,0.16590704148706184,0,1,1,1,2,Massachusetts
0,3,TX,49,0.10053834978828244,0,1,1,1,1,Texas
0,2,IA,37,0.10249633719948316,1,1,1,2,3,Iowa
0,3,FL,35,0.6221181075845461,0,0,1,2,3,Florida
1,2,MI,67,1.2078720360579351,0,1,1,2,2,Michigan
0,1,PA,67,0.1793182956124964,0,0,1,1,3,Pennsylvania
0,3,AL,59,2.0221343943659384,0,0,2,3,3,Alabama
0,4,NM,35,0.05806768008369021,1,1,5,1,1,New Mexico
1,3,NC,74,0.5523072735362906,0,1,1,1,3,North Carolina
0,3,GA,41,0.47660260143224137,0,1,1,1,2,Georgia
0,2,IN,64,0.266717208658231,0,1,1,1,3,Indiana
0,2,IL,42,0.5812751705121404,0,1,1,2,3,Illinois
1,4,AZ,41,0.7304161581061311,0,1,1,2,2,Arizona
1,3,NC,36,0.31223206296001177,0,1,1,1,2,North Carolina
1,3,KY,44,0.19826708789906144,0,1,1,1,3,Kentucky
0,3,TX,58,0.540182146861323,0,1,1,2,2,Texas
0,2,OH,43,0.14498253451112633,0,1,1,1,1,Ohio
0,3,MD,63,0.06276911112671278,0,1,1,1,3,Maryland
0,1,PA,38,0.47668564487220727,0,1,1,1,1,Pennsylvania
0,1,PA,70,2.9726420790767527,0,1,4,2,3,Pennsylvania
0,4,WA,29,1.1689648843393674,1,1,1,3,3,Washington
1,3,GA,74,1.4643166541488195,0,1,1,1,1,Georgia
0,3,FL,81,2.0446567406175666,0,0,1,2,3,Florida
1,2,MN,31,1.4190421905158477,0,0,1,2,2,Minnesota
0,3,TX,60,0.21574648134303034,0,1,1,2,3,Texas
1,2,MO,30,1.3719692783838104,0,1,1,2,2,Missouri
0,2,MO,34,0.3287807391464818,0,0,4,2,3,Missouri
0,3,NC,30,0.5193644898543697,1,1,1,2,3,North Carolina
0,4,CA,74,0.5591839613261925,0,0,1,1,2,California
1,3,AR,75,1.301312935138603,0,0,1,2,3,Arkansas
0,4,OR,31,0.6237741032513355,0,0,1,2,3,Oregon
0,3,GA,23,0.12260310872009207,0,1,2,1,1,Georgia
1,3,TX,18,0.34787954764544965,0,0,1,1,1,Texas
0,1,PA,43,0.13096206341925776,0,0,1,1,1,Pennsylvania
0,3,GA,19,0.14062592133501828,0,0,2,1,2,Georgia
1,4,AZ,74,1.0269520155099547,0,1,1,1,2,Arizona
0,1,NY,20,1.763142886760487,1,0,5,2,2,New York
0,4,CA,34,0.6838695093942379,0,0,2,2,3,California
0,4,CA,46,0.5362251537209893,0,0,1,2,3,California
0,3,MS,18,0.03470949371638307,0,0,2,1,1,Mississippi
1,3,FL,35,1.0754336135096496,0,1,1,3,3,Florida
0,2,OH,44,1.701236991829512,0,0,1,3,2,Ohio
1,4,OR,33,0.7853919359486359,0,0,1,1,2,Oregon
0,4,ID,23,1.583999636684695,0,0,1,1,2,Idaho
0,4,CA,20,0.13914847761089139,0,0,4,1,2,California
1,2,OH,36,0.2935247232932125,0,1,1,1,3,Ohio
1,4,UT,47,0.773902072579463,0,0,1,2,3,Utah
1,3,AL,55,1.0317008494537256,0,0,2,1,2,Alabama
0,2,IL,34,0.3530940638666508,0,0,2,2,3,Illinois
0,4,CA,59,0.12348599451855141,0,1,1,1,3,California
0,3,FL,26,0.3330204786994041,0,0,2,1,2,Florida
0,1,NY,40,0.4686446103213829,0,0,1,2,3,New York
0,3,GA,46,0.3367918138272414,0,0,1,1,2,Georgia
1,4,NV,40,0.517242840993258,0,0,1,1,2,Nevada
0,3,VA,35,0.42984921595172926,0,0,1,2,3,Virginia
0,1,NJ,25,0.15020956432148538,0,0,1,2,3,New Jersey
1,1,PA,64,0.41718416661619057,0,0,1,2,3,Pennsylvania
1,4,NM,69,0.4940676190055962,0,0,1,1,2,New Mexico
1,2,MO,44,1.5489246221490856,0,0,1,2,2,Missouri
0,1,NY,43,0.4686446103213829,0,0,1,2,3,New York
0,2,OH,53,1.4177283311693172,0,0,2,3,3,Ohio
0,3,TX,25,0.32158880869214634,0,0,1,1,3,Texas
0,3,GA,56,0.5487435400029648,0,0,2,2,3,Georgia
1,4,UT,38,0.6601598391926606,0,0,1,2,3,Utah
1,3,NC,34,0.3292833590459136,0,0,1,1,2,North Carolina
1,3,TX,33,1.8653708375465683,0,0,1,4,3,Texas
1,4,CA,51,1.8538009115679122,0,0,1,4,3,California
0,2,WI,65,1.0829503016478021,0,0,1,2,2,Wisconsin
1,3,SC,71,0.9205662379158959,0,0,1,2,3,South Carolina
1,3,FL,59,0.02130433189705356,0,1,1,1,3,Florida
1,2,IL,36,3.579408182542143,0,0,1,3,3,Illinois
1,1,CT,60,0.9955449183914595,0,1,1,2,2,Connecticut
1,4,WA,38,0.37635712542439836,0,1,1,2,3,Washington
0,3,GA,27,0.24600286553845657,0,1,4,2,3,Georgia
1,1,NY,57,0.464658585899668,0,0,1,2,3,New York
0,2,MI,62,0.05944043664954004,0,0,1,1,3,Michigan
0,3,FL,22,0.12178253324564287,0,1,2,1,2,Florida
0,4,AZ,65,0.15406727737599674,0,1,1,1,2,Arizona
0,3,FL,67,0.6364950363094362,0,0,1,1,2,Florida
0,4,OR,56,0.08540320143086216,0,1,3,1,3,Oregon
1,3,TX,57,0.3122867055591654,0,0,1,1,3,Texas
0,3,GA,34,2.942120544213576,0,0,3,2,3,Georgia
1,2,ND,28,1.2668625372875033,0,0,1,2,3,North Dakota
0,3,MD,18,0.12178253324564287,0,1,2,1,2,Maryland
1,2,OH,51,0.4704539647389592,0,1,2,1,2,Ohio
0,4,WA,61,0.4453095241553639,0,1,1,2,3,Washington
0,2,NE,39,2.480118313311197,0,0,1,3,3,Nebraska
1,4,CA,37,0.9002562971501119,0,0,1,2,3,California
0,2,OH,58,1.0441288180211423,0,0,1,2,2,Ohio
0,2,OH,38,0.7021968011400115,0,1,1,2,3,Ohio
0,4,WA,58,0.1611868080065681,0,1,1,1,3,Washington
1,4,WA,50,0.2950757103071196,0,0,1,1,3,Washington
0,1,NJ,72,0.7396815240952125,0,0,1,2,3,New Jersey
0,1,NJ,29,0.24026821715234145,0,1,1,1,3,New Jersey
1,3,TX,82,1.0613924308421898,0,0,1,1,2,Texas
0,1,NJ,63,0.22572354275966441,0,0,1,2,3,New Jersey
0,3,TX,72,0.46687678864330306,0,1,1,1,3,Texas
0,3,NC,68,0.1901438699351674,0,0,1,1,2,North Carolina
0,3,LA,27,0.02648769437557279,1,0,2,1,2,Louisiana
1,1,NJ,40,1.5821111475821106,0,1,1,4,3,New Jersey
1,3,TX,62,0.43175374106144876,0,0,1,2,3,Texas
1,1,NY,69,0.6845491336576426,0,0,1,2,3,New York
0,1,NJ,19,0.1517431724386231,0,1,1,1,1,New Jersey
0,4,OR,60,0.15406727737599674,0,1,1,1,2,Oregon
0,2,IL,70,0.6776178205071354,0,0,1,2,3,Illinois
0,3,TN,46,0.9452840624906057,0,0,2,1,2,Tennessee
0,3,NC,50,0.8588237739709332,0,0,1,3,3,North Carolina
1,2,IN,68,1.056512473293309,0,0,1,2,2,Indiana
0,2,OH,50,0.7999121459962583,0,0,1,2,2,Ohio
1,2,MN,34,0.2692581355422592,0,0,1,1,2,Minnesota
0,1,NY,44,0.24372233483743,0,1,1,2,3,New York
0,3,TN,50,0.2756141127645841,0,0,1,2,3,Tennessee
0,2,IN,36,0.11593543071086623,0,0,1,1,3,Indiana
0,4,CO,60,1.12649198027991,0,0,1,2,2,Colorado
1,2,OH,53,1.1971281803483311,0,0,1,2,2,Ohio
0,2,OH,60,0.11911585936500789,0,0,1,1,2,Ohio
0,2,MO,72,0.6679245375515311,0,0,1,2,3,Missouri
0,4,CA,21,2.667956995827389,0,0,1,3,2,California
1,3,KY,30,0.09629020760750569,0,1,2,1,2,Kentucky
0,4,CA,29,0.24118658885776137,0,0,2,1,2,California
0,3,TX,30,0.5670319452975741,0,0,1,2,3,Texas
0,3,VA,40,0.06201886408466293,0,1,1,1,3,Virginia
0,2,MN,21,0.0322421556221944,0,1,1,1,2,Minnesota
0,4,CA,28,0.36595977043548883,0,1,1,1,3,California
1,4,CA,69,0.4220495737441302,0,1,1,2,3,California
0,3,TN,27,0.33799522796720877,0,0,2,1,2,Tennessee
0,4,CO,62,0.3670391237998021,0,0,1,1,2,Colorado
0,3,TX,68,0.19560924041992542,0,1,1,1,2,Texas
0,2,MN,52,0.18505812149962908,0,1,1,1,3,Minnesota
0,2,IL,68,0.4478663499685573,0,0,1,2,3,Illinois
0,2,MO,20,0.3357917072849812,0,1,1,1,2,Missouri
1,3,FL,64,0.29422932235981747,0,0,1,1,2,Florida
1,3,AL,72,0.9070169749704403,0,0,1,2,3,Alabama
0,3,GA,72,0.8068849457138141,0,0,1,2,3,Georgia
0,3,AL,65,0.8706566037105004,0,0,2,1,3,Alabama
0,3,LA,42,0.14014390389132222,0,0,1,1,2,Louisiana
1,3,OK,69,0.6103273234414219,0,0,1,2,3,Oklahoma
1,4,AZ,57,0.8402484726061861,0,0,1,1,2,Arizona
0,1,MA,60,0.5563931645160076,0,1,1,2,2,Massachusetts
0,2,OH,57,0.3778587873320099,0,0,1,2,3,Ohio
1,3,SC,59,0.22395495791706446,0,1,1,1,2,South Carolina
0,4,CA,49,1.2010549952540743,0,0,2,2,3,California
0,4,CA,23,0.09339678527910808,0,0,1,1,1,California
0,4,WA,58,0.23634294763154248,0,0,1,1,2,Washington
0,4,WA,62,0.9025012143232652,0,0,1,2,3,Washington
0,1,NY,59,0.14655771909228227,0,0,1,1,1,New York
0,1,PA,32,0.564954964840394,0,0,2,1,2,Pennsylvania
0,2,MO,66,0.5230692801455856,0,0,1,2,2,Missouri
1,4,AZ,59,1.2507116833944667,0,0,1,2,2,Arizona
0,4,AZ,69,0.1943487097082932,0,1,1,1,2,Arizona
0,4,AZ,59,0.342734859066959,0,0,1,2,3,Arizona
0,1,PA,51,1.9309088794953533,0,1,2,2,2,Pennsylvania
1,4,CA,61,0.4805860550771822,0,1,1,2,3,California
0,3,FL,64,0.6021237766933488,0,0,1,3,3,Florida
0,1,NY,45,0.4631365961323231,0,0,1,2,3,New York
1,2,OH,72,2.335893821620844,0,0,1,2,2,Ohio
0,4,NM,48,0.018688567831124787,1,0,5,2,3,New Mexico
0,4,CA,34,0.45931033323053605,0,0,4,2,2,California
1,2,OH,75,1.2786883841996954,0,0,1,2,2,Ohio
0,4,WY,53,0.37407101134745496,0,0,1,1,2,Wyoming
0,2,MI,22,0.09811703745932782,0,1,2,1,2,Michigan
0,3,TX,25,0.28839688397185376,0,1,2,1,2,Texas
0,1,PA,19,0.18937042595998088,0,1,2,1,2,Pennsylvania
0,2,IL,32,0.1473714403125871,0,1,1,1,3,Illinois
1,4,WA,39,0.32681284838195385,0,0,1,1,2,Washington
0,4,CA,51,0.38350230260298135,0,1,1,2,3,California
0,4,CA,20,0.12431670317781897,1,1,5,1,2,California
0,1,NY,46,4.1375250714797875,0,0,5,4,3,New York
1,3,GA,39,0.7207842351240096,0,1,2,1,3,Georgia
1,3,AR,31,0.17409222136426838,0,1,1,1,3,Arkansas
0,3,SC,75,0.29997663732821417,0,1,1,1,3,South Carolina
0,2,IN,59,2.1940323276854743,0,0,1,2,2,Indiana
0,2,IN,71,0.6679245375515311,0,0,1,2,3,Indiana
0,1,NY,45,0.43571329768544287,0,1,1,2,3,New York
0,4,CA,39,0.11135060522040258,0,1,1,1,3,California
0,4,UT,54,0.1289748722954655,0,1,1,1,2,Utah
1,3,FL,70,2.362407279365404,0,0,1,2,2,Florida
0,1,MA,68,3.0140226819500273,0,1,1,2,2,Massachusetts
0,3,NC,73,0.4222086363047021,0,0,1,2,3,North Carolina
1,1,NJ,67,0.6845491336576426,0,0,1,2,3,New Jersey
1,3,GA,73,2.8245805212006316,0,0,1,2,3,Georgia
0,2,MO,68,0.4191720563584109,0,1,1,2,2,Missouri
1,4,CA,42,0.167167583436468,0,0,4,4,3,California
1,2,OH,38,0.25531512850427285,0,1,1,1,2,Ohio
1,3,VA,73,0.39448054125925036,0,0,1,1,3,Virginia
0,4,CA,30,0.31444600926346106,1,0,2,2,3,California
0,2,ND,54,0.34891096175907316,0,0,1,2,3,North Dakota
1,3,TX,60,2.714966766054411,0,0,1,2,2,Texas
1,4,ID,26,1.2639774036866733,1,0,5,1,2,Idaho
1,4,NM,46,0.3628753284720912,0,0,1,2,3,New Mexico
1,3,VA,29,0.6058310743744945,0,0,1,1,3,Virginia
0,3,TX,32,1.5267662934511976,0,0,1,2,2,Texas
1,3,VA,22,0.22557191255349315,0,0,1,1,3,Virginia
1,4,AZ,57,0.14043168820716317,0,0,1,2,3,Arizona
0,2,IN,81,0.463956111538304,0,0,1,1,2,Indiana
0,1,PA,36,0.3892535322930004,0,0,1,2,3,Pennsylvania
0,4,NV,47,0.21934906577975716,1,0,5,2,2,Nevada
0,3,MD,69,0.711188122512368,0,0,1,1,2,Maryland
1,3,KY,57,0.3048897980255203,0,0,1,1,1,Kentucky
1,3,TX,43,0.4882391589958923,0,1,1,2,3,Texas
0,1,PA,62,0.35039530351739595,0,1,1,1,2,Pennsylvania
0,3,FL,48,0.2866874334532771,0,0,1,2,2,Florida
1,1,NJ,53,0.08106484353615241,0,0,1,1,3,New Jersey
0,2,OH,40,0.38972248165854545,0,1,1,1,2,Ohio
1,4,WA,40,0.14189874177887474,0,0,1,1,3,Washington
0,3,TX,25,0.015624609835966342,1,0,1,1,3,Texas
1,3,NC,69,0.41250951258850155,0,1,1,1,3,North Carolina
1,4,CA,73,1.26704998578197,0,1,1,1,2,California
0,1,PA,28,0.296232206699602,0,0,4,1,2,Pennsylvania
1,3,SC,49,0.2790553209461368,0,0,1,1,3,South Carolina
0,4,CA,66,0.8049177740547939,0,0,1,2,2,California
0,3,FL,67,0.19046501331582766,0,1,1,1,2,Florida
1,1,MA,67,0.6379231423356867,0,1,1,2,2,Massachusetts
0,1,NY,29,2.2798886559030107,0,1,1,3,3,New York
0,4,CA,33,0.3562667139493453,0,0,1,2,3,California
1,2,WI,45,0.16816179561285902,0,0,1,1,1,Wisconsin
0,3,SC,37,0.3347966577500541,0,0,1,2,3,South Carolina
0,3,MS,42,0.4575117781281091,0,1,2,1,2,Mississippi
0,3,GA,56,5.000002176572836,1,0,1,4,3,Georgia
0,3,SC,46,0.31080012581255384,0,1,1,1,2,South Carolina
0,3,TX,30,0.652256979003279,0,0,2,2,3,Texas
1,3,NC,74,2.569388145273862,0,0,1,2,2,North Carolina
1,3,FL,69,2.230099978696452,0,0,1,3,2,Florida
0,4,AZ,42,3.6247057736600823,0,0,2,2,2,Arizona
1,4,CA,65,0.14532329722084597,0,0,1,1,3,California
0,3,TX,57,0.4196998335086755,0,0,1,2,3,Texas
0,3,TX,43,0.23460095018153473,0,1,1,1,2,Texas
0,1,NJ,63,0.2876035581029582,0,1,1,1,3,New Jersey
0,1,PA,18,0.19162258008013994,0,1,2,1,2,Pennsylvania
1,2,MI,75,0.9736405768211368,0,1,1,1,2,Michigan
0,1,NY,23,0.11028118576998835,0,1,2,1,2,New York
0,3,FL,57,0.39314602237724283,0,1,1,2,3,Florida
0,3,KY,67,0.49186332248778974,0,0,1,2,3,Kentucky
0,3,FL,54,0.38252898049359735,0,0,1,1,2,Florida
0,3,TX,41,0.4401128830514312,0,1,5,2,3,Texas
0,3,LA,23,0.1560467107037029,0,1,2,1,2,Louisiana
0,1,NJ,74,2.9084773752894413,0,1,1,3,2,New Jersey
1,4,OR,42,0.30121996899256337,0,0,1,1,2,Oregon
0,4,UT,51,0.1513217729181772,0,0,3,1,3,Utah
0,4,WA,38,1.2935291367513961,0,0,1,3,3,Washington
1,2,IL,68,0.0870683764595073,0,0,1,1,3,Illinois
1,1,NY,64,1.2533048655567545,0,0,1,2,3,New York
0,3,TX,58,0.8201106866767717,0,1,1,2,2,Texas
1,2,MN,64,1.3231258247388338,0,0,1,4,3,Minnesota
0,4,CA,27,0.21903159116998383,0,1,2,1,3,California
0,3,TN,49,0.29210607123870874,0,0,1,2,3,Tennessee
1,2,IN,47,0.9056882804810019,0,0,1,3,3,Indiana
1,3,AL,47,1.308212863323186,0,0,1,1,2,Alabama
1,3,TX,50,0.46351950216423565,1,0,1,1,2,Texas
0,3,GA,40,1.0605754042544953,0,0,1,3,3,Georgia
1,1,NH,60,0.3477876580752255,0,0,1,1,2,New Hampshire
0,3,LA,38,0.34959703922707913,0,1,2,1,1,Louisiana
1,3,TX,64,0.365304162701146,0,0,1,1,2,Texas
1,1,NY,54,0.5485219959453059,0,0,1,2,3,New York
0,3,FL,35,1.0242239788957688,1,1,2,1,2,Florida
1,3,NC,38,0.5352483593616852,0,0,1,1,2,North Carolina
0,2,MI,73,3.8222213392569397,0,1,1,2,2,Michigan
0,1,NJ,61,1.0669951503847614,1,1,1,1,2,New Jersey
1,2,OH,48,0.6938521794813161,0,0,1,3,3,Ohio
1,2,OH,64,0.413138559916007,0,0,1,1,2,Ohio
1,4,CA,45,0.40580438149152886,1,0,5,2,1,California
0,3,FL,64,0.11091862633611545,0,1,1,1,2,Florida
1,2,MI,67,0.38532832610309076,0,0,1,1,2,Michigan
0,3,FL,68,0.9657293473813832,0,1,1,3,3,Florida
1,3,GA,56,0.39991309773869194,0,0,1,1,3,Georgia
0,2,MI,62,0.2075770786028098,0,0,5,2,1,Michigan
0,2,MO,34,0.4116890466326423,1,0,1,3,3,Missouri
0,1,NY,32,0.3113663620042451,0,0,1,2,3,New York
0,2,MI,30,1.1097203447621424,1,0,5,2,1,Michigan
0,2,OH,30,0.15848885719067843,0,0,3,1,3,Ohio
0,1,NH,49,0.6949559750254148,0,0,1,3,3,New Hampshire
0,2,OH,56,0.4616668547002706,0,0,1,1,1,Ohio
0,2,OH,63,0.42199644986938917,0,0,1,2,3,Ohio
0,2,IL,60,0.11932878181517378,0,0,1,1,1,Illinois
0,3,TN,20,0.007112709713503606,1,1,2,1,2,Tennessee
0,1,NY,63,0.7691868900702565,0,1,1,3,3,New York
1,2,WI,57,0.41047078541191534,0,1,1,1,2,Wisconsin
0,1,NJ,57,0.21667373143202387,0,1,1,1,3,New Jersey
0,3,MD,79,0.8922504654490792,0,1,1,2,3,Maryland
0,3,SC,59,0.8073940368387782,0,1,1,2,3,South Carolina
0,3,FL,55,0.30524203624027374,0,1,1,1,3,Florida
0,1,NY,35,0.4441443346139528,0,1,1,2,3,New York
1,4,WA,71,0.5335281709435185,0,0,1,1,3,Washington
0,1,MA,53,0.13845181372293439,0,1,1,1,2,Massachusetts
0,1,NJ,71,2.3056555980901705,0,1,1,3,2,New Jersey
1,4,CA,63,0.635443615818205,0,0,4,3,3,California
0,2,MI,28,0.7727484218746746,0,1,2,2,2,Michigan
1,2,MO,59,0.10565793973014026,0,1,1,1,3,Missouri
0,3,AL,63,1.0387778405300725,0,1,1,2,2,Alabama
0,2,MN,70,1.2856424222812302,0,1,1,2,2,Minnesota
0,4,AZ,74,0.8649983779897409,0,1,1,2,2,Arizona
0,3,MD,75,5.000006613788547,0,0,4,4,3,Maryland
0,2,IL,71,0.5138964747807248,0,0,1,2,3,Illinois
0,3,TX,70,2.823764079575714,0,0,1,2,2,Texas
1,3,LA,52,0.8003982866986691,0,0,1,2,3,Louisiana
0,2,OH,84,3.5714982016184607,0,1,2,2,2,Ohio
0,4,CA,24,0.5425868452023329,0,0,1,1,2,California
0,3,TX,61,0.27563578810961376,0,1,1,2,3,Texas
0,3,TN,35,0.482426257142731,0,1,1,2,3,Tennessee
1,3,SC,67,0.45837049923955653,0,1,1,2,3,South Carolina
1,2,IL,58,0.6388473576871615,0,1,1,1,2,Illinois
1,2,OH,63,0.9094955124046069,0,0,1,2,3,Ohio
0,1,PA,28,0.04316190983481677,1,1,1,1,3,Pennsylvania
1,2,MO,55,0.32144361431378354,0,0,1,2,3,Missouri
0,2,MI,67,0.39912796495382663,0,1,1,2,2,Michigan
0,1,NJ,63,0.5244945359858068,0,1,1,2,3,New Jersey
0,3,MD,18,0.3427892403503079,0,1,1,2,1,Maryland
1,1,NJ,50,0.70243505942246,0,0,1,2,3,New Jersey
0,1,CT,55,2.1398582533101327,0,0,1,3,2,Connecticut
1,2,IN,67,0.9853938178123935,0,0,1,2,2,Indiana
1,3,FL,31,0.33420228221757975,0,0,1,1,2,Florida
0,4,AZ,54,1.2629869805186458,0,0,1,3,3,Arizona
1,3,FL,29,0.5426155573267926,0,0,1,1,1,Florida
0,4,CA,64,0.8939498606415345,0,1,1,2,3,California
1,3,FL,78,0.7670403235877086,0,0,1,2,3,Florida
1,3,FL,75,1.6117850954245727,0,0,1,2,3,Florida
1,4,ID,67,0.12116575430697436,0,0,5,1,3,Idaho
1,3,MD,23,0.3233552375176351,0,0,1,2,2,Maryland
0,1,NJ,68,0.4534033280779134,0,0,1,1,2,New Jersey
0,3,SC,66,0.36599078555133013,0,0,2,1,3,South Carolina
0,3,VA,36,1.8449752990049697,0,1,1,4,3,Virginia
0,1,MA,48,0.532409139333077,0,0,1,3,3,Massachusetts
0,4,CA,34,0.9975665695019257,1,0,1,4,3,California
1,2,ND,22,2.2443506217111233,0,0,1,2,2,North Dakota
0,1,PA,37,0.48205192843789363,0,1,2,1,2,Pennsylvania
0,2,OH,27,0.30770647731081985,0,0,2,1,1,Ohio
1,3,MD,56,0.30769034463073186,0,0,1,2,3,Maryland
1,2,IN,62,0.7105974671940806,0,0,1,3,3,Indiana
1,1,NY,37,0.9195914167253257,0,0,1,2,3,New York
0,4,CA,63,0.5327977896887172,0,0,1,1,2,California
1,3,OK,26,0.012756822095577977,1,0,1,1,3,Oklahoma
1,2,KS,26,0.17014752092214228,1,0,1,2,3,Kansas
0,2,IN,59,0.26730237817903757,0,0,1,2,3,Indiana
0,1,NY,41,0.8661902410262633,0,0,2,1,2,New York
0,1,NJ,37,0.6747784472648813,0,1,1,3,3,New Jersey
1,2,OH,40,0.5310039691204818,0,1,5,1,2,Ohio
1,2,OH,75,1.8108222996788967,0,0,1,1,2,Ohio
1,1,NY,44,0.25633390203166395,0,0,1,1,2,New York
0,2,OH,74,1.0098166551057033,0,1,1,2,3,Ohio
1,3,GA,71,2.048890309272468,0,1,1,3,3,Georgia
0,4,CA,20,1.2893428562537173,1,0,5,1,2,California
0,3,TN,42,0.31769876564419913,0,0,1,2,3,Tennessee
1,3,OK,39,0.5442151047048793,0,0,1,1,1,Oklahoma
1,3,TX,55,0.5586527060067112,1,0,3,2,2,Texas
0,3,FL,55,0.23927087578304765,0,1,1,1,3,Florida
1,3,FL,19,0.07726286645020881,0,0,2,1,2,Florida
0,1,NJ,57,0.11139534004890027,0,1,1,1,2,New Jersey
1,1,PA,44,0.44016628835460014,0,0,1,1,2,Pennsylvania
0,3,TX,40,2.0042812792049554,0,0,1,4,3,Texas
1,3,TX,54,0.7812644302582978,0,1,1,1,2,Texas
1,3,GA,63,1.134322105374522,0,0,1,3,3,Georgia
1,3,TX,53,0.5520814694562824,0,0,1,1,2,Texas
0,1,NY,73,0.7582577154609141,0,1,1,2,2,New York
0,3,KY,53,0.8073940368387782,0,1,1,2,3,Kentucky
1,4,NV,60,0.7756871660625233,0,1,1,1,2,Nevada
1,4,AZ,59,0.32343662022480485,0,1,1,1,2,Arizona
0,4,CA,20,0.1934131987248465,0,1,5,1,2,California
1,3,FL,30,0.22937074400140905,0,1,1,1,2,Florida
0,1,NY,20,0.08229251078038731,0,1,2,1,2,New York
0,3,AL,26,0.33799522796720877,0,0,2,1,2,Alabama
1,3,TX,78,1.5774334040542852,0,1,1,2,2,Texas
0,2,IA,32,0.36268666147707257,0,0,1,2,3,Iowa
1,4,UT,43,0.3682960574965371,0,0,1,2,3,Utah
1,1,NH,33,0.7442567956611806,0,0,1,2,3,New Hampshire
0,2,OH,68,0.036957794896757754,1,1,1,1,3,Ohio
1,3,NC,27,3.2797686298747277,0,0,1,2,2,North Carolina
1,1,PA,46,0.1436622495837548,0,1,1,1,2,Pennsylvania
1,2,MI,64,0.29416995414508884,0,0,1,2,3,Michigan
0,3,FL,33,0.6263904396244037,1,0,5,1,2,Florida
1,2,MI,50,0.1759074520784375,0,1,1,1,1,Michigan
0,1,MA,58,0.5870418489442321,0,0,1,3,3,Massachusetts
0,3,NC,51,0.9698389433861582,1,0,1,2,3,North Carolina
0,3,TX,21,0.24508443898386645,0,0,2,1,2,Texas
0,3,FL,41,0.16860671832277047,1,0,1,2,3,Florida
